# Time-averaged data for fix myfixpe
# TimeStep c_pe[0]
2311000 234.274
2312000 219.368
2313000 220.173
2314000 208.753
2315000 196.845
2316000 166.195
2317000 194.005
2318000 214.926
2319000 189.612
2320000 205.161
2321000 194.703
2322000 219.747
2323000 219.525
2324000 208.891
2325000 220.182
2326000 222.219
2327000 211.993
2328000 185.783
2329000 186.743
2330000 182.727
2331000 162.331
2332000 195.696
2333000 206.763
2334000 207.076
2335000 209.474
2336000 209.857
2337000 197.209
2338000 217.423
2339000 183.898
2340000 181.68
2341000 204.083
2342000 216.552
2343000 210.45
2344000 204.771
2345000 211.282
2346000 185.189
2347000 185.318
2348000 188.055
2349000 216.285
2350000 228.44
2351000 224.055
2352000 225.969
2353000 226.909
2354000 235.597
2355000 226.798
2356000 215.932
2357000 224.227
2358000 239.784
2359000 244.98
2360000 247.066
2361000 224.146
2362000 239.892
2363000 249.011
2364000 242.625
2365000 233.269
2366000 215.815
2367000 227.318
2368000 208.928
2369000 197.505
2370000 180.827
2371000 190.308
2372000 194.435
2373000 212.803
2374000 198.59
2375000 202.705
2376000 205.027
2377000 194.93
2378000 188.746
2379000 223.458
2380000 236.792
2381000 227.493
2382000 210.855
2383000 218.623
2384000 193.252
2385000 197.479
2386000 201.865
2387000 195.954
2388000 211.151
2389000 194.397
2390000 207.539
2391000 180.132
2392000 167.978
2393000 163.711
2394000 186.913
2395000 172.927
2396000 199.478
2397000 217.308
2398000 198.769
2399000 184.908
2400000 174.625
2401000 202.837
2402000 208.221
2403000 188.162
2404000 179.474
2405000 154.382
2406000 145.144
2407000 164.515
2408000 147.899
2409000 155.337
2410000 189.384
2411000 167.104
2412000 188.974
2413000 188.263
2414000 193.264
2415000 182.22
2416000 191.81
2417000 169.266
2418000 161.787
2419000 165.133
2420000 173.231
2421000 187.717
2422000 179.038
2423000 166.311
2424000 153.055
2425000 153.777
2426000 167.415
2427000 163.826
2428000 174.088
2429000 172.985
2430000 166.02
2431000 147.531
2432000 168.196
2433000 147.828
2434000 154.323
2435000 131.832
2436000 146.497
2437000 154.306
2438000 160.33
2439000 171.568
2440000 188.928
2441000 185.878
2442000 176.219
2443000 167.513
2444000 172.557
2445000 171.277
2446000 169.483
2447000 173.729
2448000 192.094
2449000 191.661
2450000 193.569
2451000 204.521
2452000 170.037
2453000 167.619
2454000 167.371
2455000 183.356
2456000 175.804
2457000 189.951
2458000 204.547
2459000 156.107
2460000 178.267
2461000 199.123
2462000 186.155
2463000 168.398
2464000 170.984
2465000 168.059
2466000 163.725
2467000 207.54
2468000 157.23
2469000 147.17
2470000 156.319
2471000 177.933
2472000 165.784
2473000 137.761
2474000 178.94
2475000 167.654
2476000 159.306
2477000 167.536
2478000 171.6
2479000 165.176
2480000 173.713
2481000 151.589
2482000 145.491
2483000 180.235
2484000 189.645
2485000 188.733
2486000 183.867
2487000 129.697
2488000 161.853
2489000 165.766
2490000 181.231
2491000 137.599
2492000 165.124
2493000 169.904
2494000 162.839
2495000 172.471
2496000 157.096
2497000 142.2
2498000 153.79
2499000 164.854
2500000 161.175
2501000 153.343
2502000 160.576
2503000 160.388
2504000 174.58
2505000 178.996
2506000 169.292
2507000 152.863
2508000 132.097
2509000 134.035
2510000 164.48
2511000 171.339
2512000 160.227
2513000 136.133
2514000 143.184
2515000 161.71
2516000 178.755
2517000 157.793
2518000 136.096
2519000 157.474
2520000 136.881
2521000 153.39
2522000 159.729
2523000 162.391
2524000 164.133
2525000 139.792
2526000 151.265
2527000 157.81
2528000 163.342
2529000 159.469
2530000 134.41
2531000 153.102
2532000 154.593
2533000 138.701
2534000 157.445
2535000 133.544
2536000 108.517
2537000 130.253
2538000 157.998
2539000 168.598
2540000 185.701
2541000 194.155
2542000 207.443
2543000 167.871
2544000 164.659
2545000 143.502
2546000 164.821
2547000 177.786
2548000 193.712
2549000 197.414
