# Fix print output for fix myTypeCounts
30,24,24,
30,24,24,
30,24,24,
30,24,24,
30,24,24,
30,24,24,
30,24,24,
30,24,24,
30,24,24,
30,24,24,
30,24,24,
30,24,24,
30,24,24,
30,24,24,
30,24,24,
30,24,24,
30,24,24,
30,24,24,
30,24,24,
30,24,24,
30,24,24,
30,24,24,
30,24,24,
30,24,24,
30,24,24,
30,24,24,
30,24,24,
30,24,24,
30,24,24,
30,24,24,
30,24,24,
30,24,24,
30,24,24,
30,24,24,
30,24,24,
30,24,24,
30,24,24,
30,24,24,
30,24,24,
30,24,24,
30,24,24,
30,24,24,
30,24,24,
30,24,24,
30,24,24,
30,24,24,
30,24,24,
30,24,24,
30,24,24,
30,24,24,
30,24,24,
30,24,24,
30,24,24,
30,24,24,
30,24,24,
30,24,24,
30,24,24,
30,24,24,
30,24,24,
30,24,24,
30,24,24,
30,24,24,
30,24,24,
30,24,24,
