# Time-averaged data for fix myfixReac
# TimeStep f_4[1] f_4[2] f_4[3] f_4[4]
2050000 140 128 164 199
2051000 140 128 164 199
2052000 140 128 164 199
2053000 140 128 164 199
2054000 140 128 164 199
2055000 140 128.66 164.87 199
2056000 140 129 165 199
2057000 140 129 165 199
2058000 140 129 165 199
2059000 140 129 165 199
2060000 140 129 165 199
2061000 140.63 129 165 199
2062000 141 129 165 199
2063000 141 129.06 165 199
2064000 141 130 165 199.48
2065000 141 130 165 200
2066000 141.81 130 165 200
2067000 142 130 165 200
2068000 142 130 165 200
2069000 142 130 165 200
2070000 142.08 130 165 200
2071000 143 130 165 200
2072000 143 130 165 200
2073000 143.55 130 165 200.27
2074000 144 130 165 201
2075000 144 130 165 201
2076000 144 130 165 201
2077000 144 130 165 201
2078000 144 130 165 201
2079000 144 130 165 201
2080000 144 130 165 201
2081000 144 130 165 201
2082000 144 130 165 201.25
2083000 144 130 165 202
2084000 144 130 165 202
2085000 144 130 165 202
2086000 144 130 165 202
2087000 144 130 165 202
2088000 144 130 165 202
2089000 144 130 165 202
2090000 144 130 165 202
2091000 144 130 165.54 202
2092000 144 130 166 202
2093000 144 130 166 202
2094000 144 130 166 202
2095000 144 130 166 202
2096000 144 130 166 202
2097000 144 130 166 202
2098000 144 130 166 202
2099000 144 130 166 202
2100000 144 130 166 202
2101000 144 130 166 202
2102000 144 130 166 202
2103000 144 130 166.95 202
2104000 144 130 167 202
2105000 144 130 167 202
2106000 144 130 167 202
2107000 144 130.64 167 202.32
2108000 144 131 167.48 203
2109000 144 131.91 168.74 203
2110000 144 132 169 203
2111000 144.56 132 169 203
2112000 145.14 132 169 203
2113000 146 132 169 203
2114000 146 132 169 203
2115000 146 132 169 203
2116000 146 132 169 203
2117000 146 132 169 203
2118000 146 132 169 203
2119000 146 132 169 203
2120000 146 132 169 203.78
2121000 146 132 169 204
2122000 146 132 169 204
2123000 146 132 169 204
2124000 146 132 169 204
2125000 146 132 169 204.77
2126000 146 132 169.75 205
2127000 146 132 170 205
2128000 146 132 170 205
2129000 146 132 170 205
2130000 146 132 170 205
2131000 146 132 170 205
2132000 146 132 170 205.09
2133000 146 132 170 206
2134000 146 132 170 206
2135000 146 132 170 206
2136000 146 132 170 206
2137000 146 132 170 206
2138000 146 132.57 170 206
2139000 146 133 170 206.74
2140000 146 133 170 207
2141000 146 133 170 207
2142000 146 133 170 207
2143000 146 133 170 207.99
2144000 146 133 170 208
2145000 146.07 133 170 208
2146000 147 133 170 208
2147000 147 133 170 208
2148000 147 133 170 208
2149000 147 133 170 208
2150000 147 133 170 208
2151000 147 133 170 208
2152000 147 133 170 208
2153000 147 133 170.98 208
2154000 147 133 171 208
2155000 147 133 171 208.49
2156000 147 133 171.65 209
2157000 147 133 173 209
2158000 147 133 173 210
2159000 147 133 173 210
2160000 147 133 173 210
2161000 147 133 173 210
2162000 147 133 173.92 210
2163000 147 133 174 210
2164000 147 133 174 210
2165000 147 133 174 210
2166000 147 133 174 210
2167000 147 133 174 210
2168000 147 133 174 210
2169000 147 133 174 210
2170000 147 133 174 210
2171000 147.35 133 174 210
2172000 148 133 174 210
2173000 148 133 174 210
2174000 148 133 174 210
2175000 148 133 174 210
2176000 148 133 174 210
2177000 148 133 174 210
2178000 148 133 174 210.42
2179000 148 133 174 211
2180000 148 133 174 211
2181000 148 133 174 211
2182000 148 133 174 211
2183000 148 133 174 211
2184000 148 133 174 211
2185000 148 133 174 211
2186000 148 133 174 211
2187000 148 133 174 211
2188000 148 133 174 211
2189000 148 133 174 211
2190000 148 133 174 211
2191000 148 133 174 211
2192000 148 133 174 211
2193000 148 133 174 211
2194000 148 133 174 211
2195000 148 133 174 211.62
2196000 148 133 174.65 212
2197000 148 133 175 212
2198000 148 133 175 212
2199000 148 133 175 212
2200000 148 133 175 212
2201000 148 133 175 212
2202000 148.52 133 175 212
2203000 149 133 175 212
2204000 149 133 175 212
2205000 149.48 133 175 212
2206000 150 133 175 212
2207000 150 133 175 212.04
2208000 150 133 175 213
2209000 150 133 175 213.04
2210000 150 133.19 175 214
2211000 150 134 175 214
2212000 150 134 175 214.29
2213000 150 134 175 215
2214000 150 134 175 215
2215000 150 134 175 215
2216000 150 134 175 215
2217000 150 134 175 215
2218000 150 134 175 215
2219000 150 134 175 215
2220000 150 134 175 215
2221000 150 134 175 215
2222000 150.6 134 175 215
2223000 151 134 175 215.22
2224000 151 134 175 216
2225000 151 134 175 216
2226000 151 134 175 216
2227000 151.41 134 175 216
2228000 152 134 175 216.2
2229000 152 134 175 217
2230000 152 134 175 217
2231000 152 134 175 217
2232000 152 134 175 217
2233000 152 134 175 217
2234000 152 134 176 217
2235000 152 134 176 217
2236000 152 134 176 217
2237000 152 134 176 217
2238000 152 134 176 217
2239000 152 134 176 217
2240000 152 134 176.64 217
2241000 152 134 177 217.94
2242000 152 134 177 218
2243000 152 134 177 218
2244000 152 134 177 218
2245000 152 134 177 218
2246000 152 134 177 218.79
2247000 152 134 177 219
2248000 152 134 177 219
2249000 152 134 177 219
2250000 152 134 177 219
2251000 152 134 177 219
2252000 152 134 177 219
2253000 152 134 177 219
2254000 152 134 177 219
2255000 152 134 177 219
2256000 152 134 177 219
2257000 152 134 177 219
2258000 152.68 134 177 219
2259000 153 134 177 219
2260000 153 134 177 219
2261000 153 134 177 219
2262000 153.89 134 177 219
2263000 154 134 177 219
2264000 154 134 177 219
2265000 154 134 177 219
2266000 154 134 177 219
2267000 154 134 177 219
2268000 154 134 177 219
2269000 154 134 177 219
2270000 154 134 177 219
2271000 154 134 177 219
2272000 154 134 177 219
2273000 154 134 177 219
2274000 154 134 177 219
2275000 154 134 177 219
2276000 154 134 177 219
2277000 154 134.19 177 219
2278000 154 135.77 177 219
2279000 154 136 177 219
2280000 154.32 136 177 219
2281000 155 136 177 219
2282000 155 136 177 219.28
2283000 155 136 177 220.74
2284000 155 136 177 221
2285000 155 136 177 221
2286000 155 136 177 221.42
2287000 155 136 177 222
2288000 155 136 177 222
2289000 155 136 177 222.76
2290000 155 136 177 223
2291000 155 136 177 223
2292000 155 136 177 223.92
2293000 155 136 177 224
2294000 155 136 177 224
2295000 155.46 136 177 224
2296000 156 136 177 224
2297000 156 136 177 224
2298000 156 136 177 224
2299000 156 136 177 224
2300000 156 136 177 224
2301000 156 136 177 224
2302000 156 136 177 224
2303000 156 136 177 224
2304000 156 136 177.2 224.83
2305000 156 136 178 225
2306000 156 136 178 225
2307000 156 136 178 225
2308000 156 136 178 225
2309000 156.74 136 178 225
2310000 157 136 178 225
2311000 157 136 178 225
2312000 157 136 178 225
2313000 157 136 178 225
2314000 157 136 178 225
2315000 157 136 178 225
2316000 157 136 178 225
2317000 157 136 178 225
2318000 157.17 136 178 225
2319000 158 136 178 225.4
2320000 158.5 136 178 226
2321000 159 136 178 226
2322000 159 136 178.86 226
2323000 159 136 179 226
2324000 159 136 179 226
2325000 159 136 179 226
2326000 159 136 179 226
2327000 159 136 179 226
2328000 159 136 179 226
2329000 159 136 179 226
2330000 159 136 179 226
2331000 159 136 179 226
2332000 159 136 179 226
2333000 159 136 179 226
2334000 159 136 179 226
2335000 159 136 179 226
2336000 159 136 179 226
2337000 159 136.7 179.85 226
2338000 159 137 180 226
2339000 159 137 180 226
2340000 159 137 180.98 226
2341000 159 137 181 226
2342000 159 137 181 226.76
2343000 159 137 181 227
2344000 159.35 137 181 227
2345000 160.05 137 181 227
2346000 161 137 181 227
2347000 161 137 181 227
2348000 161 137 181 227
2349000 161 137 181 227
2350000 161 137 181 227
2351000 161 137 181 227
2352000 161 137 181 227
2353000 161 137 181 227
2354000 161 137 181 227
2355000 161 137 181 227.77
2356000 161 137 181 228
2357000 161.45 137.42 181 228.82
2358000 162 138 181 229
2359000 162 138 181 229
2360000 162 138 181 229
2361000 162 138 181 229
2362000 162 138 181 229
2363000 162 138 181 229
2364000 162 138 181 229
2365000 162 138 181 229
2366000 162 138 181 229
2367000 162 138 181 229
2368000 162 138 181 229
2369000 162 138 181 229
2370000 162 138 181 229
2371000 162 138 181 229
2372000 162 138 181 229
2373000 162 138 181 229
2374000 162 138 181 229
2375000 162 138 181 229
2376000 162 138 181 229
2377000 162 138 181 229.44
2378000 162 138 181 230
2379000 162 138 181 230.57
2380000 162 138 181.59 231
2381000 162 138 182 231
2382000 162 138 182 231
2383000 162 138 182 231
2384000 162 138 182 231
2385000 162 138 182 231
2386000 162 138 182 231
2387000 162 138 182 231
2388000 162 138 182 231
2389000 162 138 182 231
2390000 162 138 182 231
2391000 162 138 182 232.57
2392000 162 138 182 233
2393000 162 138.09 182 233
2394000 162 139 182 233
2395000 162 139 182 233
2396000 162 139 182 233
2397000 162 139 182 233
2398000 162 139 182 233
2399000 162 139 182 233
2400000 162 139 182 233.1
2401000 162 139 182 234
2402000 162 139 182 234
2403000 162.53 139 182 234
2404000 163 139 182 234
2405000 163 139 182 234
2406000 163 139 182 234
2407000 163 139.29 182 234
2408000 163 140 182 234
2409000 163 140 182 234
2410000 163 140 182 234
2411000 163 140 182 234
2412000 163 140 182 234
2413000 163 140 182 234
2414000 163 140 182 234
2415000 163 140 182 234
2416000 163 140 182 234
2417000 163 140 182 234
2418000 163 140 182 234
2419000 163 140 182 234
2420000 163 140 182 234
2421000 163 140 182 234
2422000 163 140 182 234
2423000 163 140 182 234
2424000 163 140 182 234
2425000 163 140 182 234
2426000 163 140 182 234
2427000 163.35 140 182 234
2428000 164 140 182 234
2429000 164 140 182 234
2430000 164 140 182 234
2431000 164 140 182 234
2432000 164 140 182 234.02
2433000 164 140 182 235
2434000 164.34 140 182 235.74
2435000 165 140 182 236
2436000 165 140 182 236
2437000 165 140 182 236
2438000 165 140 182 236
2439000 165 140 182 236.96
2440000 165 140 182 237
2441000 165.76 140 182 237
2442000 166 140 182 237
2443000 166 140 182 237
2444000 166 140 182 237
2445000 166 140 182 237
2446000 166 140 182 237
2447000 166 140.28 182 237
2448000 166 141 182 237
2449000 166 141 182 237
2450000 166 141 182 237
2451000 166 141 182 237
2452000 166 141 182 237
2453000 166 141 182 237
2454000 166 141 182 237
2455000 166 141.13 182 237
2456000 166 142 182 237
2457000 166 142 182 237
2458000 166 142 182 237
2459000 166 142 182 237.97
2460000 166 142 182 238
2461000 166 142 182 238
2462000 166 142 182.96 238
2463000 166 142 183 238
2464000 166 142 183 238
2465000 166 142 183 238
2466000 166 142 183 238.81
2467000 166.92 142 183 239
2468000 167 142 183 239
2469000 167 142 183 239
2470000 167 142 183 239
2471000 167 142 183 239
2472000 167 142 183 239
2473000 167 142 183 239
2474000 167 142 183 239
2475000 167 142 183 239
2476000 167 142 183 239
2477000 167 142 183 239
2478000 167 142 183 239
2479000 167 142 183 239
2480000 167 142 183 239
2481000 167 142 183 239
2482000 167 142 183 239
2483000 167 142 183 239
2484000 167.43 142 183 239
2485000 168 142 183 239
2486000 168 142 183.29 239.02
2487000 168 142 184 240
2488000 168 142 184 240
2489000 168 142 184 240
2490000 168 142 184 240
2491000 168 142 184 240
2492000 168 142 184 240
2493000 168 142 184 240
2494000 168 142 184 240
2495000 168 142 184 240
2496000 168 142 184 240
2497000 168 142 184 240
2498000 168.2 142 184 240
2499000 169 142 184 240
2500000 169 142 184 240
2501000 169 142 184 240
2502000 169 142 184 240
2503000 169 142 184 240
2504000 169 142 184 240.08
2505000 169.12 142 184 241
2506000 170 142 184.9 241
2507000 170 142 185 241
2508000 170 142 185 241.56
2509000 170 142 185 242
2510000 170 142 185 242
2511000 170 142 185.64 242
2512000 170 142 186 242.56
2513000 170 142 186 243
2514000 170 142 186 243
2515000 170 142 186 243
2516000 170 142 186 243
2517000 170 142 186 243
2518000 170 142 186 243.06
2519000 170 142 186 244
2520000 170 142 186 244
2521000 170 142.94 186 244
2522000 170 143 186 244
2523000 170 143 186 244
2524000 170 143 186 244
2525000 170 143.98 186 244
2526000 170 144 186 244
2527000 170 144 186 244
2528000 170 144 186 244
2529000 170 144 186 244
2530000 170 144 186 244
2531000 170 144 186 244
2532000 170 144 186 244
2533000 170 144 186 244
2534000 170 144 186.98 244.61
2535000 170 144 187 245
2536000 170 144 187 245
2537000 170 144 187 245
2538000 170 144 187 245
2539000 170 144 187 245
2540000 170 144 187 245.91
2541000 170 144 187 246
2542000 170 144 187 246
2543000 170 144 187 246
2544000 170 144 187 246
2545000 170 144 187.29 246
2546000 170 144 188 246
2547000 170 144 188 246
2548000 170 144 188 246
2549000 170 144 188 246
2550000 170 144 188 246
2551000 170 144 188 246
2552000 170 144 188 246
2553000 170 144 188 246
2554000 170 144 188 246
2555000 170 144 188 246
2556000 170 144 188 246
2557000 170 144 188 246
2558000 170 144 188 246
2559000 170 144 188 246
2560000 170 144 188 246
2561000 170 144 188 246
2562000 170 144 188 246
2563000 170 144 188 246
2564000 170.79 144 188 246
2565000 171 144 188 246
2566000 171 144 188 246
2567000 171 144 188 246
2568000 171 144 188 246
2569000 171 144 188 246
2570000 171 144 188 246
2571000 171 144 188 246
2572000 171 144 188 246
2573000 171 144 188 246
2574000 171 144 188 246
2575000 171 144 188 246
2576000 171 144 188 246
2577000 171 144 188 246
2578000 171 144 188 246
2579000 171 144 188 246
2580000 171 144 188 246
2581000 171 144 188 246
2582000 171 144 188 246.51
2583000 171 144 188 247
2584000 171 144 188 247
2585000 171 144 188 247
2586000 171 144 188.61 247
2587000 171 144 189 247
2588000 171.95 144 189 247
2589000 172 144 189 247
2590000 172 144 189 247
2591000 172 144 189 247
2592000 172 144 189 247
2593000 172 144 189 247
2594000 172 144 189 247
2595000 172 144 189 247
2596000 172 144 189 247
2597000 172 144 189 247
2598000 172 144 189 247
2599000 172 144 189 247
2600000 172 144 189 247
2601000 172 144 189 247
2602000 172 144 189 247
2603000 172 144 189 247
2604000 172 144 189 247
2605000 172 144 189 247
2606000 172 144 189 247
2607000 172 144 189 247
2608000 172 144 189.65 247
2609000 172 144 190 247
2610000 172 144 190 247
2611000 172 144 190 247
2612000 172 144 190 247
2613000 172 144 190 247
2614000 172 144 190 247
2615000 172 144 190 247
2616000 172 144 190 247
2617000 172 144 190 247
2618000 172 144 190 247
2619000 172 144 190 247
2620000 172 144 190 247
2621000 172 144 190 247
2622000 172 144 190 247
2623000 172 144 190 247
2624000 172 144 190 247
2625000 172 144 190 247
2626000 172 144 190 247
2627000 172 144 190 247
2628000 172 144 190 247
2629000 172 144 190 247
2630000 172 144 190 247
2631000 172 144 190 247
2632000 172 144 190 247
2633000 172 144 190 247
2634000 172 144 190 247
2635000 172 144 190 247
2636000 172 144.37 190 247
2637000 172 145 190 247
2638000 172 145.48 190 247.44
2639000 172 146 190 248
2640000 172 146 190 248
2641000 172 146 190 248
2642000 172 146 190 248
2643000 172 146 190 248
2644000 172 146 190 248
2645000 172 146 190 248
2646000 172 146 190 248
2647000 172 146 190 248
2648000 172 146 190 248
2649000 172 146 190 248.84
2650000 172 146 190 249
2651000 172 146 190 249
2652000 172 146 190 249
2653000 172 146 190 249
2654000 172 146 190 249
2655000 172 146 190 249
2656000 172 146 190.3 249
2657000 172 146 191 250
2658000 172 146 191 250
2659000 172.38 146 191 250
2660000 173 146 191 250
2661000 173 146 191 250
2662000 173 146 191 250
2663000 173 146 191 250
2664000 173 146 191 250
2665000 173 146 191 250
2666000 173 146 191 250
2667000 173 146 191 250
2668000 173 146 191 250
2669000 173 146 191 250
2670000 173 146 191 250
2671000 173 146 191 250
2672000 173 146 191 250
2673000 173 146 191 250
2674000 173 146 191 250
2675000 173 146 191 250
2676000 173 146 191 250
2677000 173 146 191 250
2678000 173 146 191 250
2679000 173 146 191 250
2680000 173 146 191 250
2681000 173 146 191 250
2682000 173 146 191 250
2683000 173 146 191 250
2684000 173 146 191 250
2685000 173 146 191 250
2686000 173 146 191 250
2687000 173 146 191 250
2688000 173 146 191 250
2689000 173 146.33 191 250
2690000 173 147 191 250
2691000 173 147 191 250
2692000 173 147 191 250
2693000 173 147 191 250
2694000 173.72 147 191 250
2695000 174 147 191 250
2696000 174 147 191 250
2697000 174 147 191 250
2698000 174 147 191 250
2699000 174 147 191 250
2700000 174 147 191 250
2701000 174 147 191 250
2702000 174 147 191 250
2703000 174 147 191 250
2704000 174 147 191 250
2705000 174 147 191 250
2706000 174 147 191 250
2707000 174 147 191 250
2708000 174.06 147 191 250
2709000 175 147 191 250
2710000 175 147 191 250
2711000 175 147 191 250.69
2712000 175 147 191 251
2713000 175 147 191 251
2714000 175 147 191 251
2715000 175 147 191 251
2716000 175 147 191 251
2717000 175 147 191 251
2718000 175 147 191 251
2719000 175 147 191 251
2720000 175 147 191 251
2721000 175 147 191 251
2722000 175 147 191 251
2723000 175 147 191 251
2724000 175 147 191 251.8
2725000 175 147.71 191 252.88
2726000 175 148 191 253
2727000 175 148 191 253
2728000 175 148 191 253
2729000 175 148 191 253
2730000 175 148 191 253
2731000 175 148.86 191.01 253
2732000 175 149 192 253
2733000 175 149 192 253
2734000 175 149 192 253
2735000 175 149 192 253
2736000 175 149 192 253
2737000 175 149 192 253
2738000 175 149 192 253
2739000 175 149 192 253
2740000 175 149 192 253
2741000 175 149 192 253
2742000 175 149 192.93 253
2743000 175 149 193 253
2744000 175 149 193 253
2745000 175 149 193 253
2746000 175 149 193 253
2747000 175 149 193 253
2748000 175 149 193 253
2749000 175 149 193 253
2750000 175.41 149 193 253
2751000 176 149 193 253
2752000 176 149 193.22 253
2753000 176 149 194 253
2754000 176 149 194 253
2755000 176 149 194 253
2756000 176 149 194 253
2757000 176 149 194 253
2758000 176 149 194 253
2759000 176 149 194 253
2760000 176 149 194 253
2761000 176 149 194 253
2762000 176 149 194 253
2763000 176 149 194 253
2764000 176 149 194 253
2765000 176 149 194 253
2766000 176 149 194 253
2767000 176 149 194 253
2768000 176 149 194 253
2769000 176 149 194 253
2770000 176 149 194 253
2771000 176 149 194 253
2772000 176 149 194 253
2773000 176 149 194 253
2774000 176 149 194 253
2775000 176 149 194 253
2776000 176 149 194 253
2777000 176 149 194 253
2778000 176 149 194.67 253
2779000 176 149 195 253
2780000 176 149 195 253
2781000 176 149 195 253
2782000 176 149 195 253
2783000 176 149 195.43 253
2784000 176 149 196 253
2785000 176 149 196 253
2786000 176 149 196 253
2787000 176 149 196 253
2788000 176 149 196 253
2789000 176 149 196 253
2790000 176 149 196 253
2791000 176 149 196 253
2792000 176 149 196 253
2793000 176 149 196 253
2794000 176 149 196 253
2795000 176 149.61 196 253
2796000 176 150 196 253
2797000 176 150 196 253
2798000 176 150 196 253
2799000 176 150.35 196 253
2800000 176.41 151 196 253
2801000 177 151 196 253
2802000 177 151 196 253
2803000 177 151 196 253
2804000 177 151 196 253
2805000 177 151 196 253
2806000 177 151.13 196 253
2807000 177 152 196 253
2808000 177 152 196 253
2809000 177 152 196 253
2810000 177 152 196 253
2811000 177 152 196 253
2812000 177 152 196.16 253
2813000 177 152 197 253
2814000 177 152 197 253
2815000 177 152 197 253
2816000 177 152 197 253
2817000 177.95 152 197 253.96
2818000 178 152 197 254.54
2819000 178 152 197 255
2820000 178 152 197 255
2821000 178 152 197 255
2822000 178 152 197 255
2823000 178 152 197 255
2824000 178 152 197 255
2825000 178 152 197 255
2826000 178 152 197 255
2827000 178 152 197 255
2828000 178.09 152 197 255
2829000 179 152 197 255
2830000 179 152 197 255
2831000 179 152 197 255
2832000 179 152 197 255
2833000 179 152 197 255
2834000 179 152 197 255
2835000 179 152 197 255
2836000 179 152 197 255
2837000 179 152 197 255
2838000 179 152 197 255
2839000 179 152 197 255
2840000 179 152 197 255
2841000 179 152.35 197 255
2842000 179 153 197 255
2843000 179 153 197 255
2844000 179 153 197 255
2845000 179 153 197 255
2846000 179 153 197 255
2847000 179 153 197 255
2848000 179 153 197 255
2849000 179 153 197 255
2850000 179 153 197.56 255
2851000 179 153 198 255
2852000 179 153 198 255
2853000 179 153 198 255
2854000 179 153 198 255
2855000 179 153 198 255
2856000 179 153 198 255
2857000 179 153 198 255
2858000 179 153 198 255
2859000 179 153.6 198 255
2860000 179 154 198 255
2861000 179 154 198 255
2862000 179 154 198 255
2863000 179 154 198 255
2864000 179 154 198 255
2865000 179 154 198 255
2866000 179 154 198.02 255
2867000 179 154 199 255
2868000 179 154 199 255
2869000 179 154 199 255
2870000 179 154 199 255
2871000 179 154 199.36 255
2872000 179 154 200 255
2873000 179 154 200 255
2874000 179 154 200 255
2875000 179 154 200 255
2876000 179 154 200 255
2877000 179 154 200 255
2878000 179 154 200 255
2879000 179 154 200 255
2880000 179 154 200 255
2881000 179 154 200 255
2882000 179.43 154 200 255
2883000 180 154 200 255
2884000 180 154 200 255
2885000 180 154 200 255
2886000 180 154 200 255
2887000 180 154 200 255
2888000 180 154 200 255
2889000 180 154 200 255
2890000 180 154 200 255
2891000 180 154 200 255
2892000 180.67 154 200 255.18
2893000 181 154 200 256
2894000 181 154 200 256
2895000 181 154 200 256
2896000 181 154 200 256
2897000 181 154 200 256
2898000 181 154 200 256.28
2899000 181.89 154 200 257
2900000 182 154 200 257
2901000 182 154 200 257
2902000 182 154 200 257
2903000 182 154 200 257
2904000 182 154 200 257
2905000 182 154.15 200 257
2906000 182 155 200 257
2907000 182 155 200 257
2908000 182 155 200 257
2909000 182 155.14 200 257
2910000 182 156 200 257
2911000 182 156 200 257
2912000 182 156 200 257
2913000 182 156 200 257
2914000 182 156 200 257
2915000 182.07 156 200 257
2916000 183 156 200 257
2917000 183 156 200 257
2918000 183 156 200 257
2919000 183 156 200 257
2920000 183 156 200 257
2921000 183 156 200 257
2922000 183 156 200 257
2923000 183 156 200 257
2924000 183 156 200 257
2925000 183 156 200 257
2926000 183 156 200 257
2927000 183 156 200 257
2928000 183 156 200 257
2929000 183 156 200 257
2930000 183 156 200 257
2931000 183 156.68 200 257
2932000 183 157 200.37 257
2933000 183 157 201 257.23
2934000 183 157 201 258
2935000 183 157 201 258
2936000 183 157 201 258
2937000 183 157 201 258
2938000 183 157 201 258
2939000 183 157 201 258
2940000 183 157 201 258
2941000 183 157 201 258
2942000 183 157 201 258
2943000 183 157 201 258
2944000 183 157 201.71 258
2945000 183 157 202 258
2946000 183 157 202 258
2947000 183 157 202 258
2948000 183 157.57 202 258
2949000 183 158 202.52 258
2950000 183 158 203 258
2951000 183 158 203 258
2952000 183 158 203 258
2953000 183.88 158 203 258
2954000 184 158 203 258
2955000 184 158 203.61 258
2956000 184 158 204 258
2957000 184 158 204 258
2958000 184 158 204 258
2959000 184 158 204 258
2960000 184 158 204 258
2961000 184 158 204 258
2962000 184 158 204 258
2963000 184 158 204 258
2964000 184 158 204 258
2965000 184 158 204 258
2966000 184 158 204 258
2967000 184 158 204 258
2968000 184 158 204 258.6
2969000 184 158 204 259
2970000 184 158 204 259
2971000 184 158 204 259
2972000 184 158 204 259
2973000 184 158 204 259
2974000 184 158 204 259
2975000 184 158 204 259
2976000 184 158 204 259
2977000 184 158 204 259
2978000 184 158 204 259
2979000 184 158 204 259
2980000 184 158 204 259
2981000 184 158 204 259
2982000 184 158 204.49 259
2983000 184 158 205 259.13
2984000 184 158 205 260
2985000 184 158 205 260
2986000 184 158 205 260
2987000 184 158 205 260
2988000 184 158 205 260
2989000 184 158 205 260
2990000 184 158 205 260
2991000 184 158 205 260
2992000 184 158 205 260
2993000 184 158 205 260
2994000 184 158 205 260
2995000 184 158 205 260
2996000 184 158 205 260
2997000 184 158 205 260
2998000 184 158 205 260
2999000 184 158 205 260
3000000 184 158 205 260
3001000 184 158 205 260.66
3002000 184 158 205 261
3003000 184 158 205.75 261
3004000 184 158 206 261
3005000 184 158 206 261.58
3006000 184 158 206 262
3007000 184 158 206 262
3008000 184 158 206.32 262
3009000 184 158 207 262
3010000 184 158 207 262
3011000 184 158 207 262.79
3012000 184 158 207 263
3013000 184 158 207 263.73
3014000 184 158 207 264
3015000 184 158 207 264
3016000 184 158 207 264
3017000 184 158 207 264
3018000 184 158 207 264
3019000 184 158 207 264
3020000 184 158 207 264.51
3021000 184 158 207 265
3022000 184 158 207 265
3023000 184 158 207 265
3024000 184 158 207 265
3025000 184 158 207 265
3026000 184 158 207 265
3027000 184 158 207 265
3028000 184 158 207 265
3029000 184 158 207 265
3030000 184 158 207 265.53
3031000 184 158 207 266.96
3032000 184 158 207 268
3033000 184 158 207 268.86
3034000 184 158 207 269.31
3035000 184 158 207 270
3036000 184 158 207 270
3037000 184 158 207 270
3038000 184 158 207 270
3039000 184 158 207 270
3040000 184 158 207 270
3041000 184 158 207 270
3042000 184 158 207 270
3043000 184 158 207 270
3044000 184 158 207 270
3045000 184 158 207 270
3046000 184 158 207 270.34
3047000 184 158 207 271
3048000 184 158 207 271
3049000 184 158 207 271
3050000 184 158 207 271
3051000 184 158 207 271
3052000 184 158 207 271
3053000 184 158 207 271
3054000 184 158 207 271
3055000 184 158 207 271.88
3056000 184 158 207 272
3057000 184 158 207 272
3058000 184 158 207 272
3059000 184 158 207 272
3060000 184 158 207 272
3061000 184 158 207 272.12
3062000 184 158 207 273.52
3063000 184 158 207 274
3064000 184 158 207 274.68
3065000 184 158 207 275
3066000 184 158 207 275
3067000 184 158 207 275.99
3068000 184 158 207 276.77
3069000 184 158 207 277
3070000 184 158 207 277
3071000 184 158 207 277.01
3072000 184 158 207 278
3073000 184 158 207 278
3074000 184 158 207 278
3075000 184 158 207 278.09
3076000 184 158 207 280.32
3077000 184 158 207 281
3078000 184 158 207 281.52
3079000 184 158 207 282
3080000 184 158 207 282.71
3081000 184 158 207 283
3082000 184 158 207 283
3083000 184 158 207 283
3084000 184 158 207 283
3085000 184 158 207 283.91
3086000 184 158 207 284
3087000 184 158 207 284
3088000 184 158 207 284.32
3089000 184 158 207 286
3090000 184 158 207 286
3091000 184 158 207 286
3092000 184 158 207 286
3093000 184 158 207 286.92
3094000 184 158 207 287
3095000 184 158 207 287
3096000 184 158 207 287
3097000 184 158 207 287
3098000 184 158 207 287.9
3099000 184 158 207 288
3100000 184 158 207 288
3101000 184 158 207 288
3102000 184 158 207 288
3103000 184 158 207 289.22
3104000 184 158 207 290
3105000 184 158 207 290
3106000 184 158 207 290
3107000 184 158 207 290
3108000 184 158 207 290
3109000 184 158 207 290.6
3110000 184 158 207 292
3111000 184 158 207 292.41
3112000 184 158 207 293
3113000 184 158 207 293
3114000 184 158 207 293
3115000 184 158 207 293
3116000 184 158 207 293.57
3117000 184 158 207 294.67
3118000 184 158 207 295
3119000 184 158 207 295
3120000 184 158 207 295
3121000 184 158 207 295
3122000 184 158 207 295.99
3123000 184 158 207 296
3124000 184 158 207 296
3125000 184 158 207 296
3126000 184 158 207 296
3127000 184 158 207 296
3128000 184 158 207 296
3129000 184 158 207 296
3130000 184 158 207 296
3131000 184 158 207 296
3132000 184 158 207 296
3133000 184 158 207 296
3134000 184 158 207 296
3135000 184 158 207 296.85
3136000 184 158 207 298
3137000 184 158 207 298
3138000 184 158 207 298
3139000 184 158 207 298
3140000 184 158 207 298
3141000 184 158 207 298
3142000 184 158 207 298
3143000 184 158 207 298
3144000 184 158 207 298
3145000 184 158 207 298
3146000 184 158 207 298
3147000 184 158 207 298
3148000 184 158 207 298.7
3149000 184 158 207 299
3150000 184 158 207 299
3151000 184 158 207 299
3152000 184 158 207 299
3153000 184 158 207 300.39
3154000 184 158 207 301
3155000 184 158 207 301
3156000 184 158 207 301
3157000 184 158 207 301
3158000 184 158 207 301
3159000 184 158 207 301
3160000 184 158 207 301
3161000 184 158 207 301.96
3162000 184 158 207 302
3163000 184 158 207 302
3164000 184 158 207 302
3165000 184 158 207 302
3166000 184 158 207 302.95
3167000 184 158 207 303
3168000 184 158 207 303
3169000 184 158 207 303
3170000 184 158 207 303
3171000 184 158 207 303
3172000 184 158 207 303
3173000 184 158 207 303
3174000 184 158 207 304.21
3175000 184 158 207 305
3176000 184 158 207 305
