# Time-averaged data for fix myfixpe
# TimeStep c_pe[0]
1147000 93.9837
1148000 96.919
1149000 105.625
1150000 102.389
1151000 100.484
1152000 109.765
1153000 99.9204
1154000 88.7491
1155000 85.0789
1156000 94.4775
1157000 96.2069
1158000 112.726
1159000 117.604
1160000 105.608
1161000 108.172
1162000 98.9481
1163000 102.652
1164000 103.62
1165000 109.222
1166000 106.687
1167000 104.183
1168000 104.898
1169000 100.343
1170000 96.0314
1171000 99.2713
1172000 102.649
1173000 95.7637
1174000 94.2678
1175000 104.917
1176000 106.546
1177000 125.751
1178000 121.993
1179000 103.348
1180000 95.5351
1181000 98.8114
1182000 109.242
1183000 99.7101
1184000 93.8836
1185000 100.732
1186000 110.662
1187000 100.311
1188000 112.978
1189000 102.459
1190000 103.284
1191000 107.348
1192000 103.32
1193000 112.655
1194000 112.36
1195000 110.453
1196000 106.598
1197000 104.567
1198000 93.2817
1199000 97.1611
1200000 94.1454
1201000 103.856
1202000 101.061
1203000 106.243
1204000 110.184
1205000 102.749
1206000 91.5742
1207000 102.039
1208000 99.22
1209000 91.6527
1210000 92.8956
1211000 114.744
1212000 101.869
1213000 102.08
1214000 112.384
1215000 104.351
1216000 109.69
1217000 109.361
1218000 105.039
1219000 109.751
1220000 111.903
1221000 103.739
1222000 98.3586
1223000 98.4502
1224000 97.2631
1225000 98.8584
1226000 102.694
1227000 93.1069
1228000 96.9769
1229000 98.6108
1230000 101.393
1231000 113.237
1232000 118.418
1233000 101.055
1234000 88.0007
1235000 94.9589
1236000 96.6397
1237000 96.5137
1238000 97.6596
1239000 107.349
1240000 108.345
1241000 109.683
1242000 102.603
1243000 93.268
1244000 103.674
1245000 112.355
1246000 101.45
1247000 92.885
1248000 99.8187
1249000 106.185
1250000 102.263
1251000 102.852
1252000 102.052
1253000 100.558
1254000 106.512
1255000 105.759
1256000 102.991
1257000 106.067
1258000 106.42
1259000 103.706
1260000 102.566
1261000 104.546
1262000 93.3315
1263000 88.627
1264000 93.0189
1265000 100.049
1266000 105.472
1267000 98.9163
1268000 100.265
1269000 97.6779
1270000 104.324
1271000 105.271
1272000 114.224
1273000 103.884
1274000 98.7084
1275000 95.3633
1276000 95.3864
1277000 105.096
1278000 106.607
1279000 116.543
1280000 103.781
1281000 103.053
1282000 106.489
1283000 101.154
1284000 104.506
1285000 115.434
1286000 101.671
1287000 110.821
1288000 115.804
1289000 98.7897
1290000 99.4808
1291000 90.3127
1292000 94.3108
1293000 110.098
1294000 102.905
1295000 100.983
1296000 97.903
1297000 105.711
1298000 94.977
1299000 89.5311
1300000 97.1562
1301000 97.2909
1302000 97.2244
1303000 92.7366
1304000 102.51
1305000 109.229
1306000 102.329
1307000 100.493
1308000 94.9234
1309000 93.7851
1310000 94.4197
1311000 103.972
1312000 106.203
1313000 97.916
1314000 89.9131
1315000 101.783
1316000 106.532
1317000 105.556
1318000 100.662
1319000 89.1149
1320000 101.708
1321000 112.885
1322000 96.8608
1323000 105.694
1324000 109.29
1325000 103.134
1326000 100.906
1327000 99.7456
1328000 93.9596
1329000 95.8506
1330000 94.801
1331000 108.437
