# Fix print output for fix myfixTypes
73,55,72
72,57,71
72,57,71
72,57,71
72,57,71
72,57,71
72,57,71
71,58,71
71,58,71
71,58,71
71,58,71
71,58,71
71,58,71
71,58,71
71,58,71
71,58,71
71,58,71
71,58,71
71,58,71
71,58,71
72,57,71
72,57,71
72,57,71
72,57,71
72,57,71
71,58,71
71,58,71
71,58,71
72,56,72
72,56,72
72,56,72
72,56,72
72,56,72
72,56,72
71,57,72
71,57,72
71,57,72
71,57,72
69,59,72
69,59,72
69,59,72
69,59,72
69,59,72
69,59,72
69,59,72
69,59,72
69,59,72
69,60,71
69,60,71
69,60,71
69,60,71
69,60,71
69,60,71
69,60,71
69,60,71
69,60,71
69,60,71
69,60,71
69,60,71
69,60,71
69,60,71
69,60,71
69,60,71
69,59,72
69,59,72
69,59,72
69,58,73
69,58,73
69,58,73
69,58,73
69,58,73
69,58,73
69,58,73
69,58,73
69,58,73
69,58,73
69,58,73
69,58,73
69,57,74
68,58,74
68,58,74
68,58,74
68,58,74
67,58,75
67,58,75
67,58,75
67,57,76
67,57,76
67,57,76
66,58,76
66,58,76
66,58,76
66,58,76
66,58,76
66,58,76
66,58,76
66,58,76
66,58,76
67,57,76
67,57,76
67,57,76
67,57,76
67,58,75
67,58,75
67,58,75
67,58,75
67,59,74
67,60,73
67,60,73
67,60,73
67,60,73
67,60,73
67,60,73
67,60,73
67,60,73
67,60,73
67,60,73
67,60,73
67,60,73
67,60,73
68,59,73
68,59,73
68,59,73
68,59,73
68,59,73
68,59,73
68,59,73
68,59,73
68,59,73
68,59,73
68,58,74
68,58,74
67,59,74
67,59,74
67,58,75
67,58,75
67,58,75
68,57,75
68,57,75
68,57,75
68,57,75
67,58,75
67,58,75
67,58,75
67,58,75
67,58,75
67,58,75
67,58,75
67,58,75
67,58,75
67,58,75
67,58,75
67,58,75
67,58,75
67,58,75
67,58,75
67,58,75
67,58,75
67,58,75
67,58,75
67,58,75
67,58,75
67,58,75
67,58,75
67,58,75
67,58,75
67,58,75
67,58,75
67,58,75
66,59,75
66,59,75
67,58,75
67,58,75
67,58,75
67,58,75
67,58,75
67,59,74
67,59,74
67,59,74
67,59,74
67,59,74
67,59,74
67,60,73
67,60,73
68,59,73
68,59,73
68,60,72
68,60,72
67,61,72
67,61,72
67,61,72
